age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud,Month,Day,Year
50,0,1.0,89,39116,0,1,0,85021,4,1,0,0.0,10,0,0,2292.116254,9.0,0,13654.83119,3,14575.484,0,8,14,2015
41,1,1.0,71,37130,1,1,1,85024,5,1,3,0.0,78,2,1,4720.268032,8.0,2,13246.33924,2,36311.51467,0,10,10,2015
50,1,1.0,87,39132,1,1,0,50049,4,1,0,0.0,42,2,1,3676.101220000001,8.0,2,19737.70051,2,16629.73057,0,10,16,2015
38,0,0.0,71,36379,1,1,1,20105,1,2,0,0.0,26,0,1,6170.061931,7.0,1,17794.3648,2,31957.05183,0,11,17,2015
53,1,0.0,69,39709,1,0,0,85003,2,2,5,0.0,63,2,1,4737.692983,11.0,0,15562.29686,0,6024.643527,0,6,15,2016
39,0,0.0,32,36657,1,1,0,20151,6,1,0,1.0,3,0,1,3700.937611,3.0,2,23346.28626,0,9066.175002,0,6,5,2016
41,0,1.0,59,37146,1,1,1,85076,6,1,0,0.0,70,0,0,7419.852598,5.0,2,14264.02456,0,26075.54126,1,8,7,2016
37,1,0.0,63,36103,1,1,0,85073,0,1,0,0.0,4,2,1,5393.897551,4.0,0,7749.202679000001,2,22935.00809,0,10,5,2015
43,1,1.0,84,37597,1,1,1,20105,6,1,1,1.0,99,2,0,3084.711253,8.0,1,13117.05894,5,37767.04604,1,3,8,2015
41,0,1.0,69,37140,0,0,1,80006,2,0,3,0.0,50,0,0,3298.3910370000003,4.0,1,50065.17824,1,17589.859080000002,0,7,22,2015
52,1,1.0,58,39516,0,1,0,15009,5,0,0,0.0,60,0,1,4641.618316,8.0,0,51075.57439,3,36558.572960000005,0,10,10,2015
38,0,1.0,84,36383,1,1,1,15012,6,2,0,0.0,73,0,0,11957.76534,5.0,0,23637.4439,2,27015.18498,0,1,11,2015
28,1,1.0,86,33314,1,1,1,85060,5,1,1,0.0,35,2,0,9667.910485,11.0,1,21392.7965,3,17030.55321,1,8,20,2016
55,1,1.0,77,40077,1,1,1,50035,4,2,0,0.0,27,0,0,4440.169620000001,1.0,0,49764.42746,3,12246.68848,0,8,5,2016
21,0,1.0,86,30459,1,0,1,20165,0,2,1,0.0,1,1,1,4717.553553,2.0,2,16790.78285,0,21347.51579,0,6,1,2015
52,1,1.0,75,39508,0,1,0,50025,2,0,0,1.0,96,0,1,3751.881234,5.0,0,29239.38914,1,15398.57702,0,5,6,2015
57,1,1.0,75,40434,0,1,0,15017,5,0,0,0.0,3,0,1,5895.6272850000005,4.0,2,24618.82696,5,15282.29662,0,9,26,2015
54,0,1.0,69,39895,0,0,0,15012,6,2,0,0.0,11,2,0,6948.614278,4.0,1,11163.11028,1,18880.79609,0,1,25,2015
64,0,1.0,73,41578,0,1,1,15024,1,0,0,0.0,0,2,1,7129.164166,6.0,2,35138.34131,4,22818.31136,0,7,28,2015
61,0,1.0,78,41117,1,1,0,85022,2,2,0,0.0,79,2,1,4135.334037,11.0,2,10925.75525,5,21118.88938,0,9,30,2015
43,0,0.0,82,37601,1,1,1,20130,0,2,0,0.0,85,0,0,2385.778483,8.0,1,18224.88407,6,15357.75558,0,11,21,2016
45,1,1.0,81,38050,1,0,0,50011,4,0,2,1.0,77,2,1,5106.14475,3.0,1,13328.33887,3,22800.75689,0,10,9,2015
37,1,0.0,63,36109,1,1,1,80041,0,2,0,0.0,100,2,1,5108.596519,4.0,1,20305.541,6,7695.098698999999,0,4,20,2015
41,0,1.0,94,37141,0,1,0,80006,1,1,0,1.0,36,2,1,4622.770613000001,2.0,1,22256.56312,1,11768.48781,0,10,18,2016
28,1,0.0,69,33304,0,1,1,50051,6,1,1,0.0,50,1,0,2426.077337,2.0,1,23483.64762,3,24783.14725,0,6,5,2016
73,0,1.0,94,42900,1,1,0,50058,4,0,2,0.0,72,2,1,7317.734788,5.0,0,9538.997331,4,21380.45265,1,7,29,2016
76,1,1.0,72,43305,1,1,0,80017,1,1,0,0.0,30,0,1,2899.124264,2.0,2,10552.80328,0,13175.27018,0,8,25,2015
31,1,1.0,31,34354,1,0,1,15051,2,2,0,0.0,59,0,0,5112.146219,3.0,0,7248.081862000001,4,20164.44838,0,9,2,2015
42,1,1.0,72,37379,0,0,1,20109,1,1,1,1.0,88,0,1,1608.84386,2.0,1,25823.17136,4,16215.84794,0,12,8,2015
42,0,1.0,82,37375,1,1,0,20159,5,0,2,1.0,32,0,1,6386.6556740000005,2.0,1,19038.64251,6,13280.05152,0,2,20,2016
46,1,1.0,55,38282,1,0,1,50033,0,0,1,0.0,50,2,1,4939.96461,11.0,1,19084.30095,4,24702.76727,0,8,17,2015
33,1,0.0,50,34973,1,0,1,20109,3,1,1,0.0,1,0,1,4157.277567,6.0,2,31598.36408,6,11824.43948,1,11,26,2015
56,0,0.0,61,40246,1,1,1,85074,1,1,0,1.0,9,0,1,3255.54602,0.0,2,27093.54501,2,35725.02123,0,12,27,2016
55,1,1.0,82,40055,1,0,1,50034,0,1,0,0.0,0,0,0,3406.62455,6.0,1,18072.60976,1,45341.68159,1,12,14,2015
41,0,1.0,50,37145,1,1,0,20109,0,0,0,1.0,51,0,1,3537.656276,3.0,0,15020.05726,6,14886.36374,0,4,4,2016
33,1,0.0,42,34960,0,0,0,85037,6,2,0,0.0,50,1,1,5049.669006,1.0,1,46567.79343,0,6995.019482,0,7,12,2015
25,0,1.0,67,32181,0,1,0,80023,3,0,0,0.0,64,1,1,5157.810876,3.0,2,27051.85033,1,19529.08971,0,9,3,2015
23,1,0.0,70,31357,1,1,1,20115,0,2,0,0.0,93,2,1,2621.027629,7.0,2,14104.04908,5,17467.42629,0,8,1,2016
44,0,1.0,79,37826,1,0,0,20129,6,2,0,0.0,99,0,0,6494.588640999999,7.0,1,20013.56885,1,24311.39851,0,11,27,2016
74,0,1.0,74,43033,1,1,1,50047,0,0,0,0.0,16,0,0,4204.910915,10.0,1,8998.283870000001,3,21518.61165,1,7,4,2016
59,0,0.0,64,40787,1,0,0,50025,6,1,0,0.0,100,0,1,4232.390559,2.0,1,14800.78454,1,14791.88661,0,10,30,2016
27,0,1.0,91,32947,1,1,1,20105,3,2,2,1.0,91,1,1,2757.46909,3.0,1,15914.64005,0,19353.36312,0,3,19,2015
42,0,0.0,60,37358,0,0,0,50008,5,1,0,1.0,2,0,1,2588.516206,2.0,1,21796.41599,1,25907.87224,0,6,6,2015
51,0,0.0,90,39324,1,1,1,50007,1,1,0,0.0,51,0,0,6959.442319,4.0,2,45911.79385,1,54317.40353,0,7,7,2015
37,0,1.0,59,36110,1,1,1,50047,1,2,2,0.0,19,0,1,5734.156508,3.0,2,10701.1596,2,16613.25354,0,6,28,2016
51,0,1.0,71,39325,0,0,1,15014,1,1,0,0.0,29,2,1,5506.399877000001,4.0,2,22485.71211,5,21972.27963,0,3,17,2015
54,1,1.0,88,39904,1,1,1,85033,1,1,0,1.0,100,1,1,4645.320634000001,9.0,1,13769.66319,1,9375.750338,0,5,5,2015
39,1,1.0,81,36624,0,1,0,20113,4,1,0,1.0,27,0,1,3620.701899,5.0,0,29016.3735,2,19183.71469,0,2,19,2016
51,1,1.0,31,39328,0,1,1,50021,5,1,0,0.0,88,0,1,2996.530266,3.0,2,27666.40037,5,17559.67954,0,2,20,2016
49,0,0.0,89,38907,1,0,1,20113,4,1,2,1.0,24,0,1,3107.331063,8.0,0,5353.09062,0,6132.597456,0,12,16,2016
46,0,1.0,56,38279,1,0,1,15053,2,1,0,0.0,77,2,1,6492.763214,6.0,0,16278.661080000002,5,36010.75697,0,2,4,2015
56,0,1.0,81,40262,0,0,1,80014,6,1,1,0.0,12,2,1,2180.961424,4.0,2,30512.569260000004,2,8579.61634,0,1,24,2016
36,0,1.0,76,35831,1,0,0,80019,6,2,0,0.0,91,0,0,5494.745983,7.0,1,18539.53655,2,20189.40915,0,4,5,2015
52,1,1.0,65,39518,1,0,0,80025,3,2,0,0.0,9,0,0,4137.931513,7.0,0,23286.88528,4,25891.71135,0,8,4,2016
44,1,0.0,86,37866,1,0,0,50032,2,1,1,0.0,91,0,1,5192.152173,5.0,0,39252.33829,1,45754.97927,0,7,29,2015
35,0,0.0,87,35549,1,1,0,20144,3,1,0,0.0,53,0,1,5674.4050210000005,8.0,2,13429.94601,2,27826.90058,0,7,28,2016
41,0,0.0,87,37145,1,1,0,85055,2,1,0,0.0,13,0,1,7303.694892,4.0,1,8968.217734,6,10250.63199,1,3,18,2015
32,0,1.0,88,34647,0,0,0,80014,5,1,0,0.0,63,2,0,5522.245414999999,6.0,0,44790.92246,0,28842.58988,1,5,2,2015
67,0,1.0,90,42042,1,0,0,80036,3,2,3,0.0,0,2,1,4543.551329999999,2.0,1,18922.98585,6,21025.30477,0,11,24,2016
40,1,1.0,72,36889,1,1,0,20109,6,0,0,0.0,36,2,0,5682.427583,3.0,0,29476.311210000003,0,39469.70706,0,1,25,2015
35,0,1.0,88,35554,0,1,1,50010,2,1,0,0.0,96,0,0,3276.632828,6.0,0,24739.20394,1,21480.40924,0,12,23,2015
52,0,1.0,92,39498,1,1,0,15052,3,1,0,1.0,17,2,1,6387.695905,4.0,1,22751.17357,2,9126.736299,0,7,23,2015
51,0,1.0,78,39332,1,0,0,80107,4,0,1,0.0,100,0,0,3717.54928,2.0,1,3103.429251,4,15423.12274,0,5,29,2015
50,0,0.0,74,39123,1,1,0,85012,3,2,3,0.0,73,0,1,9942.200338,10.0,2,24668.78998,1,21892.33965,0,3,12,2015
38,0,1.0,39,36375,1,1,1,85072,5,0,1,0.0,61,2,1,9525.29991,3.0,0,32616.88363,4,12300.26097,1,6,4,2016
35,1,1.0,76,35559,0,1,0,15003,0,1,0,0.0,51,1,1,4650.5572600000005,10.0,1,11040.89721,1,33835.83433,0,5,25,2015
54,0,0.0,74,39879,1,0,0,85012,6,1,6,0.0,71,0,1,3441.767879,4.0,0,30244.58681,3,26785.37983,0,3,8,2015
49,1,0.0,62,38911,0,0,1,80033,3,1,0,1.0,72,2,1,5028.18333,5.0,2,25253.71936,3,24158.26732,0,1,28,2016
29,1,1.0,73,33678,1,1,0,50028,6,0,0,0.0,50,1,1,3858.517717,2.0,1,17049.84969,4,22673.47037,1,2,1,2015
32,1,0.0,33,34662,1,1,1,50027,0,1,0,0.0,43,0,0,3910.824151,1.0,2,51797.53287,2,38025.51779,0,1,25,2016
55,1,1.0,83,40060,1,1,0,50011,6,1,0,0.0,100,0,1,5504.289743,6.0,0,42109.38305,3,10904.4892,1,7,17,2016
46,1,0.0,63,38279,1,0,1,15025,0,1,0,0.0,2,2,0,2979.96498,7.0,2,12882.4894,6,43237.19701,0,2,1,2016
33,0,1.0,86,34961,1,1,1,85009,2,1,0,0.0,51,2,1,6296.732887,1.0,0,21561.3132,0,12123.25461,0,10,14,2015
25,0,0.0,85,32186,1,1,1,20139,0,1,0,0.0,42,1,0,2799.84622,4.0,1,45384.683260000005,0,31499.57929,1,2,23,2015
61,1,0.0,74,41110,1,1,1,85017,2,0,0,0.0,33,0,0,4280.578737,6.0,2,6917.0978620000005,6,13196.66947,0,8,31,2016
31,0,1.0,47,34352,0,1,0,50049,6,1,0,0.0,44,0,1,5230.472318,4.0,1,15422.69826,2,10120.18673,0,12,13,2015
46,1,1.0,74,38296,1,0,1,80016,0,2,1,0.0,7,0,0,3044.46887,7.0,2,29314.70703,0,24590.47,0,2,9,2015
45,0,1.0,39,38076,1,1,1,20118,3,2,1,0.0,11,2,1,4399.259177,7.0,2,22905.44309,5,27206.68546,0,7,30,2015
42,1,1.0,87,37371,1,0,0,85077,1,0,2,1.0,52,0,1,2414.1204850000004,7.0,0,20051.53359,5,46871.28674,0,6,30,2015
63,0,1.0,92,41445,1,1,0,85010,2,2,1,0.0,6,0,1,12568.41014,4.0,0,29203.01293,1,8666.47192,0,12,23,2015
33,0,1.0,70,34949,0,0,0,15051,2,1,0,1.0,94,1,1,5869.984676,4.0,2,10564.50453,4,12776.0936,0,8,26,2015
65,0,1.0,64,41755,1,1,0,15012,2,1,0,0.0,17,0,1,4086.630772,4.0,0,28785.18609,6,53184.45863,0,9,23,2015
52,0,1.0,88,39511,0,1,1,80106,1,0,1,0.0,32,0,0,3016.737453,7.0,0,15710.75401,4,9599.549896,0,7,26,2016
40,1,1.0,53,36883,1,0,1,15053,0,0,2,1.0,11,0,1,8979.190704999999,5.0,2,20989.90992,6,34261.99511,0,11,30,2015
27,1,1.0,86,32958,1,1,1,50044,6,1,1,0.0,58,1,0,2654.293568,2.0,2,20835.36777,2,29760.26362,0,2,1,2015
42,0,0.0,86,37378,0,1,0,50009,2,0,1,1.0,8,0,1,3092.833122,11.0,1,15072.34715,0,24659.06531,1,12,21,2016
40,0,1.0,64,36890,1,1,0,20131,4,2,0,0.0,14,0,0,4825.11238,3.0,0,8994.229005,4,46259.67472,0,9,4,2015
38,1,0.0,53,36380,1,1,0,80027,1,0,1,0.0,92,0,0,5015.36521,4.0,2,22333.64954,3,16506.172730000002,0,10,6,2015
37,1,1.0,87,36098,0,1,1,80045,4,1,1,1.0,50,0,1,8544.739379999999,5.0,1,22933.36789,4,58313.83462,1,5,29,2015
50,0,0.0,90,39125,1,0,0,50028,1,1,0,0.0,17,0,1,3145.727702,9.0,1,14633.53394,3,35674.02066,0,3,3,2015
30,1,1.0,59,34014,0,1,1,80038,6,1,0,0.0,42,2,1,3901.441195,5.0,0,19872.0457,1,9613.468773,0,11,15,2015
38,0,1.0,85,36376,1,0,1,15059,6,1,2,0.0,11,2,1,4597.779162,2.0,1,35060.83757,2,17943.53596,0,6,21,2015
40,1,1.0,73,36873,0,1,1,80046,0,0,0,0.0,79,0,1,3236.017002,9.0,1,21742.68084,0,58172.0955,0,1,5,2015
37,1,1.0,88,36121,1,1,1,20118,6,1,0,1.0,35,0,0,6649.208767,3.0,2,16115.12727,1,17336.89258,0,8,23,2015
50,0,0.0,69,39136,1,1,0,15057,2,2,3,1.0,100,2,1,9978.138628,1.0,1,31553.11758,2,11357.75099,0,7,27,2016
51,1,1.0,81,39327,1,0,1,50037,1,1,0,0.0,50,0,0,2103.525247,5.0,1,38252.88557,1,15286.653369999998,0,1,13,2015
37,0,1.0,88,36127,1,1,1,85077,3,0,0,1.0,6,2,1,2353.372928,7.0,0,26709.65697,2,17294.76427,0,12,15,2016
49,0,1.0,89,38896,1,1,0,85054,1,1,0,0.0,62,1,0,1869.275786,6.0,2,48701.07767,1,19295.26759,0,2,2,2016
34,0,1.0,77,35259,1,1,0,85035,4,0,0,0.0,90,0,0,5935.0856,1.0,2,20997.01925,2,41770.20848,0,12,11,2015
38,0,1.0,58,36370,0,1,0,50005,6,1,0,0.0,99,0,1,11113.26299,7.0,1,27561.6645,3,34467.05905,1,9,20,2015
49,0,0.0,88,38909,1,0,1,15046,2,2,0,1.0,40,0,1,4334.438561,6.0,1,17835.24141,0,22260.09631,0,11,2,2016
48,0,1.0,76,38704,1,0,1,80030,4,1,1,1.0,92,0,1,3613.536572,3.0,0,27737.30352,4,36951.095,0,3,11,2016
69,1,0.0,60,42328,0,1,0,80106,6,1,0,0.0,60,0,1,4671.535182,6.0,0,14205.53995,4,20378.1654,1,6,5,2016
56,0,1.0,73,40255,1,1,0,50054,6,1,1,0.0,94,0,1,2809.666267,5.0,2,24946.63551,2,10541.15655,0,3,1,2015
35,0,0.0,79,35538,1,1,1,80108,6,0,0,0.0,73,0,0,9825.478971,3.0,1,30294.26202,2,31157.4371,0,8,21,2016
36,1,1.0,43,35843,1,1,1,50021,1,0,1,0.0,51,0,1,6860.776651,6.0,2,33667.464,6,12370.90566,0,1,13,2015
35,0,1.0,68,35554,1,1,0,85073,5,1,0,0.0,4,0,1,4840.031996,5.0,2,17495.00204,4,13604.90554,0,8,20,2016
52,0,1.0,77,39509,1,0,1,85031,0,2,1,0.0,96,0,1,7591.232845,3.0,1,14345.58049,1,12384.73522,0,8,29,2016
50,0,1.0,86,39102,0,0,1,80022,2,2,0,0.0,5,0,1,3187.409496,2.0,2,8848.202851,0,2713.474095,0,2,11,2015
56,1,1.0,92,40252,1,1,1,20163,5,1,0,0.0,96,2,0,3772.473887,3.0,1,13990.58559,3,33040.69714,0,2,27,2016
33,1,1.0,85,34974,0,1,1,15047,5,2,0,0.0,86,2,1,5291.148849,3.0,0,34097.33499,2,19770.65742,0,10,17,2015
41,0,0.0,81,37149,1,1,0,20104,4,1,0,1.0,99,0,1,5425.931718,10.0,1,25572.17156,2,13730.60025,0,2,27,2015
31,0,1.0,34,34347,1,1,0,50039,4,2,0,0.0,70,2,1,3432.6174590000005,4.0,1,31025.98937,3,17119.77392,0,7,17,2015
43,0,1.0,59,37606,0,0,1,85042,0,0,1,1.0,1,0,1,4428.107114,6.0,0,13275.32258,4,26003.882230000003,0,6,8,2015
59,1,0.0,47,40768,1,0,0,15050,6,2,0,0.0,28,2,1,1414.63648,3.0,2,38431.23075,3,12150.71918,0,10,18,2015
53,1,0.0,74,39695,1,1,0,80109,1,1,2,0.0,27,2,1,3353.956178,4.0,2,8019.29737,2,22324.51576,0,2,9,2016
64,0,1.0,80,41605,0,1,0,80045,1,1,0,0.0,2,0,1,3696.792546,5.0,2,14639.905,2,28550.96509,0,3,10,2015
39,0,0.0,89,36630,1,0,0,50054,3,1,0,0.0,23,2,0,6374.585414,5.0,0,7497.565814,3,7027.466886,0,10,6,2016
52,1,1.0,54,39510,0,1,1,80002,1,1,1,0.0,10,2,1,7093.714612000001,8.0,0,15687.74924,1,21708.71201,1,10,20,2015
32,0,1.0,89,34647,1,1,0,15057,1,1,0,0.0,2,0,1,5643.564961,4.0,0,20707.11797,5,22601.7317,0,10,25,2016
37,1,0.0,90,36120,1,1,0,15034,4,1,0,1.0,58,0,0,3233.761716,5.0,2,31157.026910000004,1,60409.74551,0,9,2,2016
37,0,1.0,83,36119,1,1,1,85080,4,0,1,0.0,96,0,1,6306.697168,7.0,0,34131.59899,4,20930.099830000003,0,1,30,2015
37,0,1.0,66,36106,1,0,0,80022,6,2,0,0.0,51,0,1,10295.39943,2.0,1,17171.03574,1,33582.32549,0,12,18,2016
49,1,1.0,64,38922,1,1,0,85037,2,1,0,0.0,1,2,0,1127.487416,7.0,1,13850.34451,2,21157.19418,1,11,16,2016
51,1,0.0,83,39332,1,0,1,80034,0,1,2,1.0,49,0,1,2594.03231,5.0,2,11253.81089,0,37137.344,0,2,15,2016
32,0,1.0,58,34658,0,0,0,85060,3,0,0,0.0,73,0,1,5491.086975,8.0,1,24319.18746,3,23979.44823,1,11,24,2016
40,0,1.0,61,36880,1,1,1,20132,0,2,0,0.0,94,0,0,8805.075328,5.0,1,37234.38478,4,13976.7605,0,6,1,2015
35,1,1.0,93,35552,1,0,0,20128,4,1,5,0.0,90,0,1,4895.879932,6.0,0,19316.15277,3,28757.76487,0,7,17,2015
46,0,1.0,84,38279,1,1,0,80101,5,2,0,0.0,60,2,1,1981.473951,6.0,1,32517.04803,2,33211.563989999995,1,8,8,2015
50,1,0.0,84,39121,1,1,0,15012,3,1,2,0.0,88,2,1,5653.241899000001,8.0,0,11527.4535,1,26066.75399,0,9,1,2016
71,1,1.0,68,42632,0,0,0,85048,0,1,0,0.0,54,2,1,4967.390411,5.0,1,39940.55371,4,9934.892239,0,10,26,2015
31,1,1.0,84,34354,0,0,1,85077,3,2,0,1.0,59,2,1,2701.744791,7.0,2,17763.62144,2,20042.99074,0,1,28,2016
40,0,1.0,46,36882,1,1,0,50023,2,0,0,0.0,11,0,0,6877.949433,7.0,2,27992.46947,3,26328.24512,0,3,25,2015
40,0,1.0,89,36883,0,1,0,85042,5,1,0,1.0,79,0,1,6316.545216,7.0,1,31462.505910000003,0,12020.58612,0,8,27,2016
47,1,1.0,61,38476,0,0,0,50025,1,0,0,0.0,4,2,1,2475.706326,3.0,2,17223.880540000002,4,27079.58963,0,5,3,2016
55,1,1.0,77,40075,1,1,0,85075,0,0,0,0.0,73,0,0,4588.292348,4.0,1,12499.96408,0,28117.4853,0,1,25,2016
48,0,0.0,90,38716,1,0,0,50029,3,0,1,0.0,42,0,1,3832.367804,3.0,1,33464.84165,4,20671.44877,0,12,17,2015
28,1,1.0,77,33309,1,1,1,20113,5,1,0,0.0,50,1,0,2000.637427,4.0,2,8513.950637,2,31237.03611,0,2,21,2015
50,1,1.0,93,39116,1,1,0,15051,0,1,0,0.0,50,0,1,3810.847296,5.0,2,26571.94764,3,5698.119878,0,2,23,2015
67,1,0.0,63,42033,1,1,0,80010,3,2,0,1.0,31,0,1,3802.838325,11.0,0,15595.12078,6,41823.4454,0,4,2,2015
40,0,1.0,95,36896,1,1,0,20121,4,2,0,0.0,86,2,1,5599.649327,2.0,2,21661.241830000003,3,22311.04652,0,10,2,2015
44,1,1.0,94,37858,1,1,0,50021,1,2,1,1.0,94,2,1,10796.57652,2.0,0,16877.39692,6,47038.22837,0,7,26,2016
52,1,1.0,85,39516,1,1,1,80038,3,1,0,1.0,84,2,0,5539.978378,7.0,0,19285.61872,2,9228.473336,0,11,10,2016
52,0,0.0,80,39506,1,1,1,50054,0,1,0,0.0,27,2,1,6539.678572999999,4.0,2,24105.53351,3,19356.91314,1,3,9,2015
45,1,0.0,58,38051,1,0,1,50042,2,1,0,0.0,94,0,1,5890.907613,3.0,1,6826.867294,2,16184.87957,0,1,20,2016
35,0,0.0,74,35536,1,1,1,20153,5,2,1,0.0,4,2,1,8931.161971,5.0,2,26712.35689,0,50655.4326,0,3,21,2015
59,1,1.0,63,40763,1,1,1,15024,2,1,0,0.0,81,0,1,6000.54886,4.0,2,8738.757886,3,27039.163460000003,0,11,23,2016
73,1,1.0,80,42886,1,1,0,85060,1,1,1,0.0,65,1,1,5791.41425,4.0,0,24425.65173,4,18981.19666,0,4,7,2015
60,1,1.0,51,40932,1,1,1,20116,4,2,0,0.0,65,0,1,5806.262961,5.0,2,33557.17609,2,19436.29118,0,3,18,2016
49,0,1.0,96,38911,0,0,0,50049,4,1,1,0.0,24,2,1,4041.591201,4.0,0,23855.48762,5,20756.40491,0,12,16,2016
51,0,1.0,86,39306,1,1,1,15056,5,1,3,1.0,88,0,1,7183.555679000001,4.0,1,22469.57729,3,30517.081410000003,0,9,17,2016
42,1,1.0,70,37376,0,1,1,15022,3,2,2,0.0,64,2,1,4485.880856000001,6.0,2,38107.78634,0,10882.12578,0,10,20,2016
41,1,0.0,70,37154,0,1,0,15001,0,1,0,0.0,93,0,1,4620.04345,5.0,0,17004.09752,6,18957.37682,0,8,1,2016
42,1,0.0,60,37364,0,1,0,15021,5,1,0,0.0,31,2,1,5010.10178,8.0,1,22084.8593,4,23937.18804,1,8,15,2015
44,0,1.0,87,37841,1,1,1,50054,5,2,0,1.0,68,2,0,9011.882799,3.0,2,10789.99328,3,3923.665678,0,12,10,2016
60,0,0.0,79,40945,1,1,1,15025,2,1,0,0.0,77,0,0,5230.222422999999,2.0,0,12090.72257,2,41576.62327,0,4,29,2015
41,0,0.0,75,37122,0,1,1,50046,4,2,0,0.0,97,0,0,4972.406613,6.0,1,9929.381249,4,21439.50702,0,12,18,2015
49,1,1.0,86,38917,1,0,0,15057,3,2,0,0.0,100,2,1,4711.676893,3.0,2,19232.02174,1,26563.2315,0,4,30,2015
50,1,1.0,91,39132,1,0,0,20151,1,1,4,0.0,75,2,1,8842.477906999999,4.0,0,13325.52263,0,16245.35199,0,6,30,2015
50,0,1.0,94,39116,1,0,0,85071,0,2,0,0.0,4,0,1,3342.459047,6.0,0,14134.90356,4,13511.63089,0,3,2,2015
26,1,1.0,71,32587,0,1,1,85037,0,2,0,0.0,50,1,0,5828.92897,4.0,0,38668.34436,2,8443.309493,0,12,28,2015
30,0,0.0,87,34023,1,0,0,50052,1,2,1,0.0,55,2,1,2417.878687,4.0,2,17706.0882,4,26232.942000000003,0,12,20,2016
51,0,1.0,78,39333,0,0,1,85011,5,0,0,0.0,54,0,1,4092.648979,4.0,1,24738.67613,3,31665.29374,0,11,14,2015
41,0,1.0,82,37125,1,1,1,85064,1,2,0,0.0,27,0,1,5146.3927380000005,7.0,0,42207.64746,5,16496.043,0,5,5,2015
49,1,1.0,61,38905,1,1,1,20151,0,0,2,0.0,85,1,1,2766.563722,9.0,1,13167.91843,5,9785.059582,1,6,1,2015
34,0,1.0,78,35259,1,1,0,20140,0,1,0,1.0,36,0,0,3784.235655,2.0,0,41632.29751,0,16814.26337,0,11,30,2015
47,0,0.0,52,38504,1,1,1,85030,3,0,0,0.0,1,2,1,3294.7491600000003,6.0,0,25593.99207,4,18797.93524,1,6,25,2015
56,1,1.0,84,40250,1,0,0,50025,3,2,0,0.0,22,0,0,2419.497676,5.0,0,8774.531729,3,16383.957580000002,0,4,2,2015
68,1,0.0,55,42193,1,1,0,80014,1,1,0,0.0,33,2,0,8115.975785,8.0,2,14485.79161,0,5322.543239,0,2,17,2015
50,1,1.0,87,39112,1,0,0,80006,0,1,0,0.0,1,2,0,4064.096632,6.0,2,2905.39357,0,35656.311010000005,0,10,12,2015
49,0,1.0,55,38933,1,0,0,20129,2,2,0,0.0,1,0,0,6051.470572,4.0,2,30401.77872,0,18356.48972,0,4,20,2016
27,1,1.0,62,32954,1,1,0,85079,1,1,0,0.0,51,1,0,5137.036690999999,7.0,0,16055.26899,5,38736.45374,0,10,4,2016
25,0,1.0,92,32191,1,1,0,80108,1,0,0,0.0,50,1,0,2266.963667,9.0,0,27094.60989,1,45533.76567,0,3,3,2015
38,0,1.0,59,36377,1,0,0,15035,0,1,0,1.0,34,0,1,1082.013517,5.0,2,5891.039126,5,23990.13655,0,6,20,2016
35,0,1.0,68,35542,0,1,0,50029,5,0,0,0.0,93,2,0,4391.271518,2.0,0,27939.12793,2,7113.774395,0,2,20,2016
66,0,1.0,54,41889,0,0,0,15021,4,1,0,1.0,88,0,0,3166.266573,5.0,1,10806.43407,5,27802.30948,1,4,22,2016
60,0,1.0,60,-1,1,1,0,50038,2,1,0,0.0,78,2,1,2807.377736,6.0,2,32355.55377,1,17473.623069999998,0,3,11,2015
50,0,1.0,80,39125,1,1,0,50002,2,2,1,0.0,76,0,1,7302.739426999999,7.0,2,6871.296245999999,5,34394.16834,0,8,3,2016
26,1,1.0,45,32579,1,0,1,20101,5,2,2,0.0,3,1,1,4583.196676,7.0,1,21727.53647,6,39978.80873,1,1,2,2016
58,0,1.0,62,40610,1,1,0,80022,2,1,3,0.0,4,1,1,6314.08212,5.0,2,9573.598788,0,31265.09184,0,12,30,2015
48,1,1.0,47,38710,1,1,0,50035,3,2,1,0.0,87,0,1,3055.765119,2.0,0,25651.09258,3,15181.10271,0,8,6,2015
53,1,1.0,73,39703,1,1,1,85028,2,0,0,0.0,98,0,1,3508.3411530000003,8.0,1,5384.817257,6,3833.366734,0,2,3,2016
72,0,0.0,66,42771,1,0,0,50042,6,0,0,0.0,39,2,1,6298.588764,4.0,2,10352.17312,1,11226.22414,0,5,31,2015
32,0,0.0,90,34646,1,1,1,15024,0,2,1,0.0,73,0,1,5679.496327000001,3.0,2,27185.993360000004,4,9909.871156,1,8,31,2015
46,0,0.0,89,38254,1,0,0,20104,6,2,0,0.0,52,0,0,5019.975237,2.0,2,15092.007780000002,2,27383.569880000003,0,10,16,2016
42,1,0.0,48,37361,1,1,0,15009,2,1,0,0.0,78,1,1,6119.287999,9.0,1,8655.010665,0,14048.92445,0,8,31,2016
55,1,1.0,77,40082,1,1,1,80030,4,1,0,0.0,19,0,1,6773.867928,4.0,2,44172.04066,1,10069.99381,0,9,9,2016
